"ID","Key","Name","Is Custom","Is Orderable","Is Navigable","Is Searchable","Clause Names","Schema Type","Schema Items","Schema Custom Type","Schema Custom ID","Schema System"
"customfield_10393","customfield_10393","Run vs Build","True","True","True","True","cf[10393], Run vs Build, Run vs Build[Dropdown]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10393",
"customfield_10151","customfield_10151","Emergency Request","True","True","True","True","Emergency Request, Emergency Request[Dropdown], cf[10151]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10151",
"customfield_10030","customfield_10030","Acceptance Criteria","True","True","True","True","Acceptance Criteria[Paragraph], cf[10030], Acceptance Criteria","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10030",
"project","project","Project","False","False","True","True","project","project",,,,"project"
"customfield_10152","customfield_10152","CICD Version","True","True","True","True","cf[10152], CICD Version[Version Picker (single version)], CICD Version","version",,"com.atlassian.jira.plugin.system.customfieldtypes:version","10152",
"customfield_10394","customfield_10394","Test Plan","True","True","True","True","Test Plan[Paragraph], cf[10394], Test Plan","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10394",
"customfield_10031","customfield_10031","Target start","True","True","True","True","cf[10031], Target start","date",,"com.atlassian.jpo:jpo-custom-field-baseline-start","10031",
"customfield_10273","customfield_10273","Initiative Approval Date","True","True","True","True","Initiative Approval Date[Date], cf[10273], Initiative Approval Date","date",,"com.atlassian.jira.plugin.system.customfieldtypes:datepicker","10273",
"customfield_10274","customfield_10274","Initiative Approver","True","True","True","True","Initiative Approver[User Picker (single user)], cf[10274], Initiative Approver","user",,"com.atlassian.jira.plugin.system.customfieldtypes:userpicker","10274",
"customfield_10032","customfield_10032","Target end","True","True","True","True","cf[10032], Target end","date",,"com.atlassian.jpo:jpo-custom-field-baseline-end","10032",
"customfield_10153","customfield_10153","Bitbucket Repo Slug","True","True","True","True","Bitbucket Repo Slug, Bitbucket Repo Slug[Short text], cf[10153]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10153",
"customfield_10395","customfield_10395","Test Results","True","True","True","True","cf[10395], Test Results, Test Results[Paragraph]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10395",
"customfield_10154","customfield_10154","Global Rank","True","True","True","True","cf[10154], Global Rank[Dropdown], Global Rank","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10154",
"customfield_10396","customfield_10396","Expected Behavior","True","True","True","True","Expected Behavior, Expected Behavior[Paragraph], cf[10396]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10396",
"customfield_10155","customfield_10155","Planned Start Date","True","True","True","True","cf[10155], Planned Start Date[Date], Planned Start Date","date",,"com.atlassian.jira.plugin.system.customfieldtypes:datepicker","10155",
"customfield_10156","customfield_10156","Planned End Date","True","True","True","True","Planned End Date[Date], cf[10156], Planned End Date","date",,"com.atlassian.jira.plugin.system.customfieldtypes:datepicker","10156",
"customfield_10278","customfield_10278","Request Approver","True","True","True","True","Request Approver[Short text], cf[10278], Request Approver","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10278",
"customfield_10157","customfield_10157","Reviewers: Code Review","True","True","True","True","Reviewers: Code Review[User Picker (multiple users)], Reviewers: Code Review, cf[10157]","array","user","com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker","10157",
"customfield_10158","customfield_10158","Testers: Unit","True","True","True","True","Testers: Unit, Testers: Unit[User Picker (multiple users)], cf[10158]","array","user","com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker","10158",
"customfield_10148","customfield_10148","How and Who","True","True","True","True","How and Who[Paragraph], cf[10148], How and Who","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10148",
"customfield_10027","customfield_10027","Steps to Reproduce","True","True","True","True","Steps to Reproduce[Paragraph], cf[10027], Steps to Reproduce","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10027",
"customfield_10269","customfield_10269","IT Sponsor","True","True","True","True","IT Sponsor[Short text], cf[10269], IT Sponsor","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10269",
"customfield_10028","customfield_10028","Actual Result","True","True","True","True","cf[10028], Actual Result[Paragraph], Actual Result","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10028",
"customfield_10029","customfield_10029","Expected Result","True","True","True","True","Expected Result[Paragraph], Expected Result, cf[10029]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10029",
"resolutiondate","resolutiondate","Resolved","False","False","True","True","resolutiondate, resolved","datetime",,,,"resolutiondate"
"watches","watches","Watchers","False","False","True","False","watchers","watches",,,,"watches"
"customfield_10380","customfield_10380","Testing Oversight","True","True","True","True","Testing Oversight[Dropdown], cf[10380], Testing Oversight","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10380",
"customfield_10260","customfield_10260","Secure Code Review Date","True","True","True","True","Secure Code Review Date[Date], Secure Code Review Date, cf[10260]","date",,"com.atlassian.jira.plugin.system.customfieldtypes:datepicker","10260",
"customfield_10381","customfield_10381","Outage and Backout Duration","True","True","True","True","Outage and Backout Duration[Dropdown], cf[10381], Outage and Backout Duration","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10381",
"customfield_10261","customfield_10261","Product Lead","True","True","True","True","cf[10261], Product Lead[User Picker (single user)], Product Lead","user",,"com.atlassian.jira.plugin.system.customfieldtypes:userpicker","10261",
"customfield_10382","customfield_10382","Impact in Case of Change Failure","True","True","True","True","cf[10382], Impact in Case of Change Failure[Dropdown], Impact in Case of Change Failure","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10382",
"customfield_10141","customfield_10141","External issue ID","True","True","True","True","cf[10141], External issue ID, External issue ID[Short text]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10141",
"customfield_10383","customfield_10383","Risk","True","True","True","True","Risk[Short text], cf[10383], Risk","string",,"com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield","10383",
"customfield_10020","customfield_10020","Sprint","True","True","True","True","cf[10020], Sprint","array","json","com.pyxis.greenhopper.jira:gh-sprint","10020",
"customfield_10384","fixsian-single-link-field__cd796805-67b2-4202-8da1-68cdbb576389","Deployment Link","True","True","True","True","cf[10384], Deployment Link","string",,"ari:cloud:ecosystem::extension/03fb7e1b-83d1-4ec4-8b5a-cf2af8c9acc1/700322a5-9c71-4e7a-8e58-fdb9f33c8c66/static/fixsian-single-link-field","10384",
"customfield_10142","customfield_10142","Project Type","True","True","True","True","Project Type[Dropdown], cf[10142], Project Type","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10142",
"customfield_10021","customfield_10021","Flagged","True","True","True","True","Flagged, Flagged[Checkboxes], cf[10021]","array","option","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes","10021",
"customfield_11594","customfield_11594","Category (migrated) (migrated) (migrated)","True","True","True","True","Category (migrated) (migrated) (migrated)[Dropdown], Category (migrated) (migrated) (migrated), cf[11594]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","11594",
"customfield_10143","customfield_10143","Project","True","True","True","True","Project[Project Picker (single project)], cf[10143]","project",,"com.atlassian.jira.plugin.system.customfieldtypes:project","10143",
"customfield_10264","customfield_10264","T-Shirt Size","True","True","True","True","T-Shirt Size, T-Shirt Size[Dropdown], cf[10264]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10264",
"customfield_10022","customfield_10022","[CHART] Date of First Response","True","True","True","True","[CHART] Date of First Response[Date of first response], [CHART] Date of First Response, cf[10022]","datetime",,"com.atlassian.jira.ext.charting:firstresponsedate","10022",
"customfield_10385","fixsian-single-link-field__205a72b6-c134-472f-ba9f-72b427a7682c","Integrated Deployment Link","True","True","True","True","Integrated Deployment Link, cf[10385]","string",,"ari:cloud:ecosystem::extension/03fb7e1b-83d1-4ec4-8b5a-cf2af8c9acc1/700322a5-9c71-4e7a-8e58-fdb9f33c8c66/static/fixsian-single-link-field","10385",
"customfield_10023","customfield_10023","[CHART] Time in Status","True","True","True","True","cf[10023], [CHART] Time in Status[Time in Status], [CHART] Time in Status","any",,"com.atlassian.jira.ext.charting:timeinstatus","10023",
"customfield_10386","fixsian-single-link-field__57608b5e-c72f-42b0-a40f-59aa8c0b6e97","Defect Link2","True","True","True","True","cf[10386], Defect Link2","string",,"ari:cloud:ecosystem::extension/03fb7e1b-83d1-4ec4-8b5a-cf2af8c9acc1/700322a5-9c71-4e7a-8e58-fdb9f33c8c66/static/fixsian-single-link-field","10386",
"customfield_10265","customfield_10265","Workfront Automation Required","True","True","True","True","cf[10265], Workfront Automation Required[Dropdown], Workfront Automation Required","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10265",
"customfield_10144","customfield_10144","Project Lead","True","True","True","True","Project Lead[User Picker (single user)], cf[10144], Project Lead","user",,"com.atlassian.jira.plugin.system.customfieldtypes:userpicker","10144",
"customfield_10387","customfield_10387","Deployment Notes","True","True","True","True","cf[10387], Deployment Notes[Paragraph], Deployment Notes","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10387",
"customfield_10145","customfield_10145","Work Type","True","True","True","True","cf[10145], Work Type[Dropdown], Work Type","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10145",
"customfield_10266","customfield_10266","Workfront Reference Number","True","True","True","True","cf[10266], Workfront Reference Number[Short text], Workfront Reference Number","string",,"com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield","10266",
"customfield_10267","customfield_10267","Business Sponsor","True","True","True","True","Business Sponsor, Business Sponsor[User Picker (single user)], cf[10267]","user",,"com.atlassian.jira.plugin.system.customfieldtypes:userpicker","10267",
"customfield_10268","customfield_10268","Executive Sponsor","True","True","True","True","Executive Sponsor[Short text], Executive Sponsor, cf[10268]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10268",
"customfield_10026","customfield_10026","Story Points","True","True","True","True","Story Points[Number], cf[10026], Story Points","number",,"com.atlassian.jira.plugin.system.customfieldtypes:float","10026",
"customfield_10137","customfield_10137","Program","True","True","True","True","Program[Dropdown], cf[10137], Program","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10137",
"customfield_10258","customfield_10258","Reviewers: Secure Code","True","True","True","True","cf[10258], Reviewers: Secure Code, Reviewers: Secure Code[User Picker (multiple users)]","array","user","com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker","10258",
"customfield_10379","customfield_10379","Validation Plan","True","True","True","True","cf[10379], Validation Plan[Short text], Validation Plan","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10379",
"customfield_10016","customfield_10016","Story point estimate","True","True","True","True","cf[10016], Story point estimate","number",,"com.pyxis.greenhopper.jira:jsw-story-points","10016",
"customfield_10138","customfield_10138","Business Context","True","True","True","True","Business Context[Dropdown], cf[10138], Business Context","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10138",
"customfield_10017","customfield_10017","Issue color","True","True","True","True","cf[10017], Issue color","string",,"com.pyxis.greenhopper.jira:jsw-issue-color","10017",
"customfield_10259","customfield_10259","Freeze Approval Received","True","True","True","True","Freeze Approval Received[Dropdown], cf[10259], Freeze Approval Received","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10259",
"customfield_10139","customfield_10139","Jira Issue Key","True","True","True","True","Jira Issue Key, Jira Issue Key[Short text], cf[10139]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10139",
"customfield_10018","customfield_10018","Parent Link","True","True","True","True","Parent Link, cf[10018]","any",,"com.atlassian.jpo:jpo-custom-field-parent","10018",
"customfield_10019","customfield_10019","Rank","True","True","True","True","cf[10019], Rank","any",,"com.pyxis.greenhopper.jira:gh-lexo-rank","10019",
"updated","updated","Updated","False","False","True","True","updated, updatedDate","datetime",,,,"updated"
"timeoriginalestimate","timeoriginalestimate","Original estimate","False","False","True","False","originalEstimate, timeoriginalestimate","number",,,,"timeoriginalestimate"
"customfield_10370","customfield_10370","Potential Workaround","True","True","True","True","Potential Workaround, Potential Workaround[Paragraph], cf[10370]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10370",
"customfield_10250","customfield_10250","Contact Information","True","True","True","True","Contact Information[Paragraph], cf[10250], Contact Information","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10250",
"customfield_10251","customfield_10251","Override","True","True","True","True","cf[10251], Override, Override[Paragraph]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10251",
"description","description","Description","False","True","True","True","description","string",,,,"description"
"customfield_10130","customfield_10130","Requested For","True","True","True","True","Requested For[People], cf[10130], Requested For","array","user","com.atlassian.jira.plugin.system.customfieldtypes:people","10130",
"customfield_11460","customfield_11460","Regulatory/Compliance/Legal (migrated) (migrated)","True","True","True","True","Regulatory/Compliance/Legal (migrated) (migrated)[Dropdown], cf[11460], Regulatory/Compliance/Legal (migrated) (migrated)","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","11460",
"customfield_10010","customfield_10010","Request Type","True","True","True","True","Request Type, cf[10010]","sd-customerrequesttype",,"com.atlassian.servicedesk:vp-origin","10010",
"customfield_10131","customfield_10131","Github Username","True","True","True","True","Github Username[Short text], Github Username, cf[10131]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10131",
"customfield_10011","customfield_10011","Epic Name","True","True","True","True","Epic Name, cf[10011]","string",,"com.pyxis.greenhopper.jira:gh-epic-label","10011",
"customfield_10375","customfield_10375","Checklist Completed","True","True","True","True","Checklist Completed[Short text], cf[10375], Checklist Completed","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10375",
"customfield_10254","customfield_10254","Override Environment","True","True","True","True","Override Environment[Dropdown], cf[10254], Override Environment","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10254",
"customfield_10012","customfield_10012","Epic Status","True","True","True","True","Epic Status, cf[10012]","option",,"com.pyxis.greenhopper.jira:gh-epic-status","10012",
"customfield_10134","customfield_10134","Github Organizations","True","True","True","True","cf[10134], Github Organizations, Github Organizations[Short text]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10134",
"customfield_10013","customfield_10013","Epic Color","True","True","True","True","cf[10013], Epic Color","string",,"com.pyxis.greenhopper.jira:gh-epic-color","10013",
"customfield_10255","customfield_10255","CMS Approver","True","True","True","True","cf[10255], CMS Approver, CMS Approver[Short text]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10255",
"customfield_10377","customfield_10377","Checklist Text","True","True","True","True","Checklist Text[Paragraph], Checklist Text, cf[10377]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10377",
"customfield_10014","customfield_10014","Epic Link","True","True","True","True","cf[10014], Epic Link","any",,"com.pyxis.greenhopper.jira:gh-epic-link","10014",
"customfield_10135","customfield_10135","Github Team","True","True","True","True","Github Team[Short text], Github Team, cf[10135]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10135",
"customfield_10256","customfield_10256","CMS Approval Date","True","True","True","True","CMS Approval Date[Time stamp], cf[10256], CMS Approval Date","datetime",,"com.atlassian.jira.plugin.system.customfieldtypes:datetime","10256",
"customfield_10378","customfield_10378","Date moved from Deployment","True","True","True","True","Date moved from Deployment, Date moved from Deployment[Time stamp], cf[10378]","datetime",,"com.atlassian.jira.plugin.system.customfieldtypes:datetime","10378",
"customfield_10136","customfield_10136","Approving Manager","True","True","True","True","Approving Manager[People], Approving Manager, cf[10136]","array","user","com.atlassian.jira.plugin.system.customfieldtypes:people","10136",
"customfield_10257","customfield_10257","PMD Categorization","True","True","True","True","PMD Categorization, PMD Categorization[Labels], cf[10257]","array","string","com.atlassian.jira.plugin.system.customfieldtypes:labels","10257",
"customfield_10015","customfield_10015","Start date","True","True","True","True","cf[10015], Start date, Start date[Date]","date",,"com.atlassian.jira.plugin.system.customfieldtypes:datepicker","10015",
"customfield_10368","customfield_10368","Deployed to DevInt Status","True","True","True","True","Deployed to DevInt Status[Short text], cf[10368], Deployed to DevInt Status","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10368",
"customfield_10247","customfield_10247","Run Instructions","True","True","True","True","Run Instructions[Dropdown], cf[10247], Run Instructions","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10247",
"customfield_10126","customfield_10126","Value Score","True","True","True","True","cf[10126], Value Score, Value Score[Number]","number",,"com.atlassian.jira.plugin.system.customfieldtypes:float","10126",
"customfield_10005","customfield_10005","Change type","True","True","True","True","Change type[Dropdown], cf[10005], Change type","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10005",
"customfield_10369","customfield_10369","Impact to Blocked Issues","True","True","True","True","Impact to Blocked Issues[Paragraph], cf[10369], Impact to Blocked Issues","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10369",
"customfield_10127","customfield_10127","External issue ID","True","True","True","True","cf[10127], External issue ID, External issue ID[Short text]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10127",
"customfield_10128","customfield_10128","ENV","True","True","True","True","ENV, ENV[Dropdown], cf[10128]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10128",
"customfield_10249","customfield_10249","Critical","True","True","True","True","Critical[Dropdown], cf[10249], Critical","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10249",
"customfield_10129","customfield_10129","LAN_ID","True","True","True","True","LAN_ID[Short text], LAN_ID, cf[10129]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10129",
"summary","summary","Summary","False","True","True","True","summary","string",,,,"summary"
"customfield_10240","customfield_10240","Request participants","True","True","True","True","cf[10240], Request participants","array","user","com.atlassian.servicedesk:sd-request-participants","10240",
"customfield_10362","customfield_10362","Legal/Compliance Engaged?","True","True","True","True","cf[10362], Legal/Compliance Engaged?[Dropdown], Legal/Compliance Engaged?","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10362",
"customfield_10120","customfield_10120","External issue ID","True","True","True","True","External issue ID, External issue ID[Short text], cf[10120]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10120",
"customfield_10000","customfield_10000","Development","True","True","True","True","cf[10000], development","any",,"com.atlassian.jira.plugins.jira-development-integration-plugin:devsummarycf","10000",
"customfield_10363","customfield_10363","One Support Engaged?","True","True","True","True","One Support Engaged?[Dropdown], One Support Engaged?, cf[10363]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10363",
"customfield_10121","customfield_10121","Health Check","True","True","True","True","Health Check[Dropdown], Health Check, cf[10121]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10121",
"customfield_10242","customfield_10242","Deployment Approval","True","True","True","True","Deployment Approval[Group Picker (single group)], Deployment Approval, cf[10242]","group",,"com.atlassian.jira.plugin.system.customfieldtypes:grouppicker","10242",
"customfield_10122","customfield_10122","Business Partner","True","True","True","True","Business Partner[Short text], Business Partner, cf[10122]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10122",
"customfield_10364","customfield_10364","Cross Department Impact?","True","True","True","True","Cross Department Impact?[Dropdown], cf[10364], Cross Department Impact?","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10364",
"customfield_10243","customfield_10243","QA Deployment Date","True","True","True","True","QA Deployment Date[Time stamp], cf[10243], QA Deployment Date","datetime",,"com.atlassian.jira.plugin.system.customfieldtypes:datetime","10243",
"customfield_10001","customfield_10001","Team","True","True","True","True","Team[Team], cf[10001], Team","team",,"com.atlassian.jira.plugin.system.customfieldtypes:atlassian-team","10001",
"customfield_10244","customfield_10244","Assumptions","True","True","True","True","Assumptions, cf[10244], Assumptions[Paragraph]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10244",
"customfield_10002","customfield_10002","Organizations","True","True","True","True","cf[10002], Organizations","array","sd-customerorganization","com.atlassian.servicedesk:sd-customer-organizations","10002",
"customfield_10365","customfield_10365","Trail Blazers Needed?","True","True","True","True","cf[10365], Trail Blazers Needed?[Dropdown], Trail Blazers Needed?","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10365",
"customfield_11698","customfield_11698","End User Coordination Effort (migrated) (migrated) (migrated)","True","True","True","True","End User Coordination Effort (migrated) (migrated) (migrated)[Short text], End User Coordination Effort (migrated) (migrated) (migrated), cf[11698]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","11698",
"customfield_10366","customfield_10366","Category","True","True","True","True","Category[Category], cf[10366]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:jwm-category","10366",
"customfield_10245","customfield_10245","External issue ID","True","True","True","True","cf[10245], External issue ID, External issue ID[Short text]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10245",
"customfield_10124","customfield_10124","Issue Attribute(s)","True","True","True","True","Issue Attribute(s)[Select List (multiple choices)], cf[10124], Issue Attribute(s)","array","option","com.atlassian.jira.plugin.system.customfieldtypes:multiselect","10124",
"customfield_10003","customfield_10003","Approvers","True","True","True","True","Approvers[User Picker (multiple users)], cf[10003], Approvers","array","user","com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker","10003",
"customfield_10125","customfield_10125","Probability","True","True","True","True","Probability, cf[10125], Probability[Select List (multiple choices)]","array","option","com.atlassian.jira.plugin.system.customfieldtypes:multiselect","10125",
"customfield_10246","customfield_10246","Request Type","True","True","True","True","Request Type[Select List (cascading)], Request Type, cf[10246]","option-with-child",,"com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect","10246",
"customfield_10367","customfield_10367","Deployed to DevInt","True","True","True","True","Deployed to DevInt[Short text], Deployed to DevInt, cf[10367]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield","10367",
"customfield_10004","customfield_10004","Impact","True","True","True","True","Impact, cf[10004], Impact[Dropdown]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10004",
"customfield_10357","customfield_10357","Risk and Impact Analysis","True","True","True","True","cf[10357], Risk and Impact Analysis, Risk and Impact Analysis[Short text]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10357",
"customfield_10236","customfield_10236","Verification Priority","True","True","True","True","cf[10236], Verification Priority, Verification Priority[Dropdown]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10236",
"customfield_10115","customfield_10115","Integrated Test Data and date/method requested","True","True","True","True","cf[10115], Integrated Test Data and date/method requested[Paragraph], Integrated Test Data and date/method requested","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10115",
"customfield_10358","customfield_10358","End User Coordination Effort","True","True","True","True","cf[10358], End User Coordination Effort, End User Coordination Effort[Short text]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10358",
"customfield_10116","customfield_10116","Integrated Test Data Available","True","True","True","True","cf[10116], Integrated Test Data Available[Paragraph], Integrated Test Data Available","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10116",
"customfield_10237","customfield_10237","Planned Live Date","True","True","True","True","Planned Live Date, cf[10237], Planned Live Date[Date]","date",,"com.atlassian.jira.plugin.system.customfieldtypes:datepicker","10237",
"customfield_10359","customfield_10359","OKR","True","True","True","True","OKR[Dropdown], cf[10359], OKR","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10359",
"customfield_11207","customfield_11207","Planned Start Date (migrated 2)","True","True","True","True","Planned Start Date (migrated 2)[Date], Planned Start Date (migrated 2), cf[11207]","date",,"com.atlassian.jira.plugin.system.customfieldtypes:datepicker","11207",
"comment","comment","Comment","False","True","False","True","comment","comments-page",,,,"comment"
"statuscategorychangedate","statuscategorychangedate","Status Category Changed","False","False","True","True","statusCategoryChangedDate","datetime",,,,"statuscategorychangedate"
"fixVersions","fixVersions","Fix versions","False","True","True","True","fixVersion","array","version",,,"fixVersions"
"priority","priority","Priority","False","True","True","True","priority","priority",,,,"priority"
"versions","versions","Affects versions","False","True","True","True","affectedVersion","array","version",,,"versions"
"issuekey","issuekey","Key","False","False","True","False","id, issue, issuekey, key, workItem, workItemKey",,,,,
"aggregateprogress","aggregateprogress","? Progress","False","False","True","False","","progress",,,,"aggregateprogress"
"customfield_11083","customfield_11083","End User Coordination Effort (migrated) (migrated)","True","True","True","True","End User Coordination Effort (migrated) (migrated)[Short text], cf[11083], End User Coordination Effort (migrated) (migrated)","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","11083",
"issuerestriction","issuerestriction","Restrict to","False","True","False","True","","issuerestriction",,,,"issuerestriction"
"thumbnail","thumbnail","Images","False","False","True","False","",,,,,
"created","created","Created","False","False","True","True","created, createdDate","datetime",,,,"created"
"security","security","Security Level","False","True","True","True","level","securitylevel",,,,"security"
"attachment","attachment","Attachment","False","True","False","True","attachments","array","attachment",,,"attachment"
"customfield_11050","customfield_11050","Configuration Item ID (migrated)","True","True","True","True","Configuration Item ID (migrated)[Dropdown], Configuration Item ID (migrated), cf[11050]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","11050",
"customfield_11053","customfield_11053","Risk Approver Required (New)","True","True","True","True","Risk Approver Required (New)[Radio Buttons], Risk Approver Required (New), cf[11053]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons","11053",
"customfield_11178","customfield_11178","Begin Date (migrated 2) (migrated)","True","True","True","True","Begin Date (migrated 2) (migrated)[Time stamp], cf[11178], Begin Date (migrated 2) (migrated)","datetime",,"com.atlassian.jira.plugin.system.customfieldtypes:datetime","11178",
