"Source Issue","Source URL","Target Issue","Target URL","Issue Type","Summary","Missing Parent","Status","Reason","Action Required"
"ORL-5216","https://onemain.atlassian.net/browse/ORL-5216","ORL1-436","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-436","Story","Get LSE4ORL REST API Templates Compiled and Tested","ORL-5307","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5217","https://onemain.atlassian.net/browse/ORL-5217","ORL1-437","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-437","Story","Build Data Store and Mocking for IVaaS Switch Shadow Mode Management","ORL-4886","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5229","https://onemain.atlassian.net/browse/ORL-5229","ORL1-438","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-438","Story","I want to redirect the customers to the DocuSign - Kiosk","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5237","https://onemain.atlassian.net/browse/ORL-5237","ORL1-439","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-439","Task","FTR - DocuSign Redirect Approach - Integration Testing","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5238","https://onemain.atlassian.net/browse/ORL-5238","ORL1-440","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-440","Task","FDC - DocuSign Redirect Approach - Integration Testing","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4978","https://onemain.atlassian.net/browse/ORL-4978","ORL1-442","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-442","Story","Modify Branch Application (CB9510C) Income Verification Trigger Logic To Call LSE IVaaS Service for Income Verification","ORL-4866","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4979","https://onemain.atlassian.net/browse/ORL-4979","ORL1-443","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-443","Story","Modify Web Applications (CB9520C) Income Verification Trigger to Call LSE IVaaS Service for Income Verification","ORL-4866","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4981","https://onemain.atlassian.net/browse/ORL-4981","ORL1-444","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-444","Story","Modify Web Application Income Verification Trigger (RD9720C) to Call LSE IVaaS Service for Income Verification","ORL-4866","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5002","https://onemain.atlassian.net/browse/ORL-5002","ORL1-445","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-445","Story","Document CLASS ReDecision / ReEvaluation / Offer Upgrade Logic","ORL-4140","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5006","https://onemain.atlassian.net/browse/ORL-5006","ORL1-446","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-446","Story","SMS SINCH - Send Transaction ID 7 for vCard","ORL-2751","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5208","https://onemain.atlassian.net/browse/ORL-5208","ORL1-447","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-447","Task","DocuSign Non-iFrame Proof of Concept FTR FDC ","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17449","https://onemain.atlassian.net/browse/ORL-17449","ORL1-449","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-449","Task","Testing Support for Appointment Assignment Updates","ORL-17427","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-13083","https://onemain.atlassian.net/browse/ORL-13083","ORL1-451","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-451","Story","CLASS - Remove DOCUSIGELF Rollout Flag","ORL-10410","Ready for Work","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-3996","https://onemain.atlassian.net/browse/ORL-3996",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Story","I want to view the SMS Consent Incomplete warning message","ORL-3830","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-15054","https://onemain.atlassian.net/browse/ORL-15054","ORL1-488","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-488","Task","Architecture Review","ORL-14395","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-3534","https://onemain.atlassian.net/browse/ORL-3534",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Docusign FTR Integration Testing","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-3441","https://onemain.atlassian.net/browse/ORL-3441","ORL1-508","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-508","Task","Complete End to End Testing For New Cover Letter ","ORL-1867","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17460","https://onemain.atlassian.net/browse/ORL-17460","ORL1-509","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-509","Story","Add Authentication Mechanism to Call the CAPS subgraph","ORL-14645","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17450","https://onemain.atlassian.net/browse/ORL-17450","ORL1-513","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-513","Story","Update Application Assignment When Appointment Update Fails and No RPC","ORL-17427","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-3845","https://onemain.atlassian.net/browse/ORL-3845","ORL1-526","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-526","Story","FDC - Integration Testing - Virginia Consents","ORL-2350","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-3844","https://onemain.atlassian.net/browse/ORL-3844",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Story","FTR - Integration Testing - Virginia Consents","ORL-2350","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-3803","https://onemain.atlassian.net/browse/ORL-3803","ORL1-531","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-531","Story","SMS Sinch - Mule Changes for Inbound Msgs Part 2","ORL-2751","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-14737","https://onemain.atlassian.net/browse/ORL-14737","ORL1-533","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-533","Story","Update CLASS to Mark Income as Verified for Unsecured Based on SM Income Verification Flag","ORL-14655","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-14738","https://onemain.atlassian.net/browse/ORL-14738","ORL1-534","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-534","Story","Add/Remove Booking Edit For Income Verified for Unsecured","ORL-14655","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-14739","https://onemain.atlassian.net/browse/ORL-14739","ORL1-535","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-535","Story","Add Note When Income Only Verified for Unsecured","ORL-14655","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-3680","https://onemain.atlassian.net/browse/ORL-3680",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Story","Capture customer’s VA consent from online flow to CLASS DB so that DBE and CLASS data can be in sync","ORL-2350","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4930","https://onemain.atlassian.net/browse/ORL-4930","ORL1-546","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-546","Task","Tech Debt - Diagram Docusign process from booking to logout","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-16588","https://onemain.atlassian.net/browse/ORL-16588","ORL1-547","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-547","Story","Monitoring NFR for Veriff","ORL-14645","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-16700","https://onemain.atlassian.net/browse/ORL-16700","ORL1-549","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-549","Story","Remove Photo ID (Front and Back) from the list of documents in the three Add Document Group Options","ORL-5007","Ready for Work","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17411","https://onemain.atlassian.net/browse/ORL-17411","ORL1-553","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-553","Story","Soft Secured Fields Added to SnowFlake","ORL-16502","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-16526","https://onemain.atlassian.net/browse/ORL-16526","ORL1-568","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-568","Story","Photo ID - Run the Photo ID suppression logic after the CB pull on all Applications even when there already is a document in the documents table","ORL-5007","Refinement","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17412","https://onemain.atlassian.net/browse/ORL-17412","ORL1-571","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-571","Story","Soft Secured Document Updates","ORL-16502","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17304","https://onemain.atlassian.net/browse/ORL-17304","ORL1-581","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-581","Story","Allow a User to Create a Quote for UCC Home Fixtures","ORL-16502","Refinement","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-1392","https://onemain.atlassian.net/browse/ORL-1392",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Technical Feature - Remove Optimizely Experiment Code and Implement Winner ","ORL-438","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-16786","https://onemain.atlassian.net/browse/ORL-16786","ORL1-652","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-652","Story","Receive Unsigned Title Docs from Cardinal Gray","ORL-14395","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-16784","https://onemain.atlassian.net/browse/ORL-16784","ORL1-653","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-653","Story","Request Title Docs from Cardinal Gray","ORL-14395","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-16733","https://onemain.atlassian.net/browse/ORL-16733","ORL1-659","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-659","Story","Setup regression tests for Kiosk in Mabl","ORL-13435","Ready for Work","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17115","https://onemain.atlassian.net/browse/ORL-17115","ORL1-672","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-672","Story","CLASS- GUI changes for Consent button for Applicant and Co-applicant and Re-request button handling","ORL-14645","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17574","https://onemain.atlassian.net/browse/ORL-17574","ORL1-673","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-673","Task","Manual regression for TM Outlook sync","ORL-16770","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17127","https://onemain.atlassian.net/browse/ORL-17127","ORL1-675","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-675","Story","Implement a graphql mutation to reset the latest veriff consent","ORL-14645","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17575","https://onemain.atlassian.net/browse/ORL-17575","ORL1-677","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-677","Task","Manual regression for Kiosk paperless statement","ORL-14682","Ready for Work","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-16818","https://onemain.atlassian.net/browse/ORL-16818","ORL1-681","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-681","Story","CLASS - Post Veriff Status from CLASS to Graph to Allow Digital to Access","ORL-14645","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17581","https://onemain.atlassian.net/browse/ORL-17581","ORL1-685","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-685","Story","Allow Team Member to Add UCC Asset  CLASS and Send Information to Snowflake","ORL-16502","Refinement","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-692","https://onemain.atlassian.net/browse/ORL-692",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Technical Feature-Update LQA-Kiosk app routing ","ORL-1502","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-16822","https://onemain.atlassian.net/browse/ORL-16822","ORL1-688","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-688","Story","CLASS - If Closing Changed to Branch Closing Update Veriff Status to Blank and send to Graph","ORL-14645","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17020","https://onemain.atlassian.net/browse/ORL-17020","ORL1-781","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-781","Story","Implement a graphql mutation to save the webhook decision(via lamda)","ORL-14645","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17057","https://onemain.atlassian.net/browse/ORL-17057","ORL1-785","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-785","Story","Create New Security Code - UCC - Home Fixtures","ORL-16502","Refinement","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17030","https://onemain.atlassian.net/browse/ORL-17030","ORL1-795","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-795","Story","Create applicant resolver in verification subgraph to return identity_verification_profile that can be federated.","ORL-14645","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17023","https://onemain.atlassian.net/browse/ORL-17023","ORL1-796","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-796","Story","Implement Lamda function to receive webhook event from veriff","ORL-14645","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17022","https://onemain.atlassian.net/browse/ORL-17022","ORL1-797","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-797","Story","Implement a graphql endpoint to receive the veriff consent from the customer","ORL-14645","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17021","https://onemain.atlassian.net/browse/ORL-17021","ORL1-799","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-799","Story","CLASS-Implement Allow retry and Consent handling logic and add notes of Veriff Status","ORL-14645","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-48","https://onemain.atlassian.net/browse/ORL-48","ORL1-800","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-800","Story","I want to view a message counter for an application ","ORL-3840","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17024","https://onemain.atlassian.net/browse/ORL-17024","ORL1-806","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-806","Story","Send veriff webhook decision from lambda to graphql endpoint","ORL-14645","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17019","https://onemain.atlassian.net/browse/ORL-17019","ORL1-807","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-807","Story","Implement a graphql mutation to receive Requested status from CLASS/Catalyst","ORL-14645","Refinement","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4383","https://onemain.atlassian.net/browse/ORL-4383",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","Stated Income offer upgrade, F2L - blank employer name issue","ORL-1762","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4962","https://onemain.atlassian.net/browse/ORL-4962",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","Remove finicity loading page(UI) changes that are applied to ocrolus","ORL-5017","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4364","https://onemain.atlassian.net/browse/ORL-4364",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","FTR - Create Landable Event for /renewals/offers/confirm","ORL-29","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4380","https://onemain.atlassian.net/browse/ORL-4380",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","Docusign - Bug Resolutions - Merge to ICEINT and Master","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4897","https://onemain.atlassian.net/browse/ORL-4897",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","FDC applications goes in infinite LOOP when there is no finicity income","ORL-5017","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4459","https://onemain.atlassian.net/browse/ORL-4459",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","Docusign : Getting ""communication to esignature server not available"" error in CLASS","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4708","https://onemain.atlassian.net/browse/ORL-4708",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","Stated Income offer upgrade, F2L - blank employer name issue - emergency fix","ORL-1762","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-1342","https://onemain.atlassian.net/browse/ORL-1342",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","FTR Prod - Fix Esign Customer Abandon Scenario","ORL-29","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4581","https://onemain.atlassian.net/browse/ORL-4581",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","Fix for Re-evaluate-I indicator for F2L Indicator during an application transfer","ORL-5017","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4036","https://onemain.atlassian.net/browse/ORL-4036",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","Kiosk : ICEINT:  Brightway Credit Card Offer returning Time out error response","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-3567","https://onemain.atlassian.net/browse/ORL-3567",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","I want the Expense screen to show the OneMain account number on renewals.","ORL-541","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-3792","https://onemain.atlassian.net/browse/ORL-3792",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","Sending Multiple Trying To Reach You (TTRY) Messages for Off-ramped Applications ","ORL-153","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4354","https://onemain.atlassian.net/browse/ORL-4354",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","Confirm Offer page triggered with flag OFF in Kiosk","ORL-1867","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-1175","https://onemain.atlassian.net/browse/ORL-1175",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","I Want to Remove The Non-Credit Booking Edit from Verifications (CLASS Changes)","ORL-1177","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4339","https://onemain.atlassian.net/browse/ORL-4339",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","FTR - CFPB - Put Consents Trigger Behind the FTR Consents Flag","ORL-1867","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4094","https://onemain.atlassian.net/browse/ORL-4094",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","Mobile app iOS: Unable to complete the esignature flow as the last page is not scrollable ","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-3382","https://onemain.atlassian.net/browse/ORL-3382",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","Tech Debt - Ingo not returning success for debit card in ICETST01 ","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5648","https://onemain.atlassian.net/browse/ORL-5648",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","ICEINT01 - FDC - DocuSign Redirect - Delay in updating the status of the application in CLASS to Booked after customer has completed signing ","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5003","https://onemain.atlassian.net/browse/ORL-5003",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","Fix for Class Latency while navigating between tabs for Application","ORL-552","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5183","https://onemain.atlassian.net/browse/ORL-5183",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","DocuSign - Brightway - Receiving offerStatus = 0","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4840","https://onemain.atlassian.net/browse/ORL-4840",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","DocuSign - During FTR flow of Docusign on mobile app, once user creates signature, the DocuSign navigation hides, and the user is taken to all the places where signature is required","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4836","https://onemain.atlassian.net/browse/ORL-4836",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","Docu - During FTR flow of Docusign on mobile app, after esign is complete the user gets logged out","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4903","https://onemain.atlassian.net/browse/ORL-4903",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","ICETST FTR Booking Failure","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5392","https://onemain.atlassian.net/browse/ORL-5392",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","Frontend Not Displaying Brightway Banner When offerStatus = 1","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5296","https://onemain.atlassian.net/browse/ORL-5296",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","I Want FTR Applications to Default to English When Sending the Enhanced Disclosure Letter ","ORL-1867","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5317","https://onemain.atlassian.net/browse/ORL-5317",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","I Want to Stop Sending Multiple Insurance Welcome Letters ","ORL-1867","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5393","https://onemain.atlassian.net/browse/ORL-5393",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Bug","ICEINT01-Unable to View One-Time-Offer in Frontend (FTR)","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
